Query_ID,Query_Text,Department,Device,Time_of_Day,Hour,Day_of_Week,Department_Code,Device_Code
Q00557,"Hello,

I'm writing to report a serious issue with my Laptop. Kindly resolve this issue as soon as possible.

Thank you.",Technical Support,Laptop,2025-05-10 06:02:26,6,5,6,4
Q00557_aug_1,"Hello, I am writing to report a serious problem with my laptop. Please solve this problem as soon as possible. Thank you.",Technical Support,Laptop,2025-05-10 06:02:26,6,5,6,4
Q00558,"Hello,

After the recent update, my Laptop isn't working as expected. Please address this issue at your earliest convenience.

Thank you.",Billing,Laptop,2025-05-22 06:24:55,6,3,1,4
Q00558_aug_1,"Hello, After the recent update, my laptop does not work as expected. Please treat this problem as soon as possible. Thank you.",Billing,Laptop,2025-05-22 06:24:55,6,3,1,4
Q00560,"To whom it may concern,

There seems to be a malfunction with my Router that needs urgent attention. 

Thank you.",Warranty Claims,Router,2025-05-21 05:48:13,5,2,7,7
Q00560_aug_1,"To whom this may concern, there seems to be a malfunction with my router who needs urgent attention. Thank you.",Warranty Claims,Router,2025-05-21 05:48:13,5,2,7,7
Q00561,"Good morning,

There seems to be a malfunction with my Laptop that needs urgent attention. Looking forward to your swift assistance.

Thank you.",Shipping,Laptop,2025-04-28 14:58:48,14,0,5,4
Q00561_aug_1,"Hello, there seems to be a malfunction with my laptop that needs urgent attention.",Shipping,Laptop,2025-04-28 14:58:48,14,0,5,4
Q00562,"I hope this message finds you well,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. 

Thank you.",Warranty Claims,Smartphone,2025-05-06 21:10:02,21,1,7,6
Q00562_aug_1,"I hope this message will find you, This is to bring to your attention a continuous problem with my smartphone that has not yet been solved. Thank you.",Warranty Claims,Smartphone,2025-05-06 21:10:02,21,1,7,6
Q00563,"Good evening,

My Smartphone has stopped functioning properly and I need help resolving the issue. 

Thank you.",Warranty Claims,Smartphone,2025-05-21 05:13:00,5,2,7,6
Q00563_aug_1,"Good evening, my smartphone stopped working properly and I need help solving the problem. Thank you.",Warranty Claims,Smartphone,2025-05-21 05:13:00,5,2,7,6
Q00564,"Hello team,

I need assistance with my Smart TV regarding a problem that just started this morning. 

Thank you.",Product Inquiry,Smart TV,2025-05-03 00:20:20,0,5,3,3
Q00564_aug_1,"Hello team, I need help with my Smart TV about a problem that just started this morning. Thank you.",Product Inquiry,Smart TV,2025-05-03 00:20:20,0,5,3,3
Q00565,"Good evening,

After the recent update, my Smart TV isn't working as expected. Kindly resolve this issue as soon as possible.

Thank you.",Technical Support,Smart TV,2025-05-11 13:58:26,13,6,6,3
Q00565_aug_1,"Good evening, After the recent update, my Smart TV does not work as planned. Please solve this problem as soon as possible. Thank you.",Technical Support,Smart TV,2025-05-11 13:58:26,13,6,6,3
Q00566,"Hello team,

My recent experience with the Gaming Console has been quite disappointing due to several bugs. 

Thank you.",Technical Support,Gaming Console,2025-05-05 21:48:52,21,0,6,1
Q00566_aug_1,"Hello team, My recent experience with the game console has been quite disappointing due to several bugs. Thank you.",Technical Support,Gaming Console,2025-05-05 21:48:52,21,0,6,1
Q00569,"Dear support,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Account Management,Laptop,2025-04-26 12:08:11,12,5,0,4
Q00569_aug_1,"Dear support, I need help with my laptop about a problem that just started this morning. Thank you.",Account Management,Laptop,2025-04-26 12:08:11,12,5,0,4
Q00570,"Hello,

There seems to be a malfunction with my Laptop that needs urgent attention. Please look into this matter urgently.

Thank you.",Shipping,Laptop,2025-05-22 16:53:02,16,3,5,4
Q00570_aug_1,"Hello, There seems to be a malfunction with my laptop that requires urgent attention. Please consider this issue of urgency. Thank you.",Shipping,Laptop,2025-05-22 16:53:02,16,3,5,4
Q00571,"Hi there,

I've been facing persistent problems with my Laptop. I would appreciate a prompt response.

Thank you.",Product Inquiry,Laptop,2025-05-17 07:26:31,7,5,3,4
Q00571_aug_1,"Hello, I have been confronted with persistent problems with my laptop. I would appreciate a quick answer. Thank you.",Product Inquiry,Laptop,2025-05-17 07:26:31,7,5,3,4
Q00572,"Hi there,

There seems to be a malfunction with my Tablet that needs urgent attention. 

Thank you.",Returns & Refunds,Tablet,2025-05-19 23:07:08,23,0,4,5
Q00572_aug_1,"Hello, there seems to be a malfunction with my tablet that needs urgent attention.",Returns & Refunds,Tablet,2025-05-19 23:07:08,23,0,4,5
Q00574,"Good morning,

I need assistance with my Laptop regarding a problem that just started this morning. Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Laptop,2025-04-30 12:53:38,12,2,7,4
Q00574_aug_1,"Hello, I need help with my laptop about a problem that just started this morning. Please solve this problem as soon as possible. Thank you.",Warranty Claims,Laptop,2025-04-30 12:53:38,12,2,7,4
Q00575,"Good evening,

There seems to be a malfunction with my Router that needs urgent attention. Looking forward to your swift assistance.

Thank you.",Shipping,Router,2025-05-20 05:58:00,5,1,5,7
Q00575_aug_1,"Good evening, there seems to be a malfunction with my router who needs urgent attention.",Shipping,Router,2025-05-20 05:58:00,5,1,5,7
Q00576,"Dear support,

There seems to be a malfunction with my Printer that needs urgent attention. 

Thank you.",Account Management,Printer,2025-05-21 19:26:50,19,2,0,2
Q00576_aug_1,"Dear support, there seems to be a malfunction with my printer that needs urgent attention. Thank you.",Account Management,Printer,2025-05-21 19:26:50,19,2,0,2
Q00577,"Good evening,

My Gaming Console has stopped functioning properly and I need help resolving the issue. 

Thank you.",Product Inquiry,Gaming Console,2025-05-19 04:44:16,4,0,3,1
Q00577_aug_1,"Good evening, My Gaming Console stopped working properly and I need help solving the problem. Thank you.",Product Inquiry,Gaming Console,2025-05-19 04:44:16,4,0,3,1
Q00580,"Good evening,

There seems to be a malfunction with my Smart TV that needs urgent attention. Please address this issue at your earliest convenience.

Thank you.",Technical Support,Smart TV,2025-04-26 22:52:42,22,5,6,3
Q00580_aug_1,"Good evening, there seems to be a malfunction with my Smart TV that needs urgent attention. Please address this problem as soon as possible. Thank you.",Technical Support,Smart TV,2025-04-26 22:52:42,22,5,6,3
Q00581,"Good evening,

I've been facing persistent problems with my Router. 

Thank you.",Shipping,Router,2025-05-19 15:01:32,15,0,5,7
Q00581_aug_1,"Good evening, I have been confronted with persistent problems with my router.",Shipping,Router,2025-05-19 15:01:32,15,0,5,7
Q00582,"Good evening,

I'm writing to report a serious issue with my Printer. 

Thank you.",Technical Support,Printer,2025-05-19 18:53:54,18,0,6,2
Q00582_aug_1,"Good evening, I am writing to report a serious problem with my Printer.",Technical Support,Printer,2025-05-19 18:53:54,18,0,6,2
Q00583,"Good morning,

I noticed some irregular behavior with my Smartwatch that I believe your team should look into. 

Thank you.",Account Management,Smartwatch,2025-05-12 12:02:34,12,0,0,0
Q00583_aug_1,"Hello, I noticed an irregular behavior with my Smartwatch that I think your team should examine.",Account Management,Smartwatch,2025-05-12 12:02:34,12,0,0,0
Q00587,"Good evening,

This is to bring to your attention an ongoing issue with my Smart TV that hasn't been resolved yet. Please look into this matter urgently.

Thank you.",Returns & Refunds,Smart TV,2025-05-14 00:01:35,0,2,4,3
Q00587_aug_1,"Good evening, This is to bring to your attention a permanent problem with my Smart TV that has not yet been solved. Please consider this issue of urgency. Thank you.",Returns & Refunds,Smart TV,2025-05-14 00:01:35,0,2,4,3
Q00588,"Good morning,

I need assistance with my Smartwatch regarding a problem that just started this morning. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Smartwatch,2025-05-20 01:52:43,1,1,4,0
Q00588_aug_1,"Hello, I need help with my Smartwatch about a problem that just started this morning. Please solve this problem as soon as possible. Thank you.",Returns & Refunds,Smartwatch,2025-05-20 01:52:43,1,1,4,0
Q00590,"Dear support,

After the recent update, my Router isn't working as expected. 

Thank you.",Technical Support,Router,2025-05-12 18:58:33,18,0,6,7
Q00590_aug_1,"Dear support, After the recent update, my Router does not work as planned. Thank you.",Technical Support,Router,2025-05-12 18:58:33,18,0,6,7
Q00592,"Hello,

After the recent update, my Router isn't working as expected. 

Thank you.",Order Management,Router,2025-04-28 11:29:18,11,0,2,7
Q00592_aug_1,"Hello, After the recent update, my Router does not work as planned. Thank you.",Order Management,Router,2025-04-28 11:29:18,11,0,2,7
Q00594,"Hello team,

I'm writing to report a serious issue with my Router. 

Thank you.",Technical Support,Router,2025-05-14 09:20:59,9,2,6,7
Q00594_aug_1,"Hello team, I'm writing to report a serious problem with my router.",Technical Support,Router,2025-05-14 09:20:59,9,2,6,7
Q00595,"Good morning,

There seems to be a malfunction with my Smartwatch that needs urgent attention. 

Thank you.",Warranty Claims,Smartwatch,2025-04-25 12:51:09,12,4,7,0
Q00595_aug_1,"Hello, there seems to be a malfunction with my Smartwatch that needs urgent attention.",Warranty Claims,Smartwatch,2025-04-25 12:51:09,12,4,7,0
Q00596,"Hello team,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Warranty Claims,Smartwatch,2025-05-13 00:03:57,0,1,7,0
Q00596_aug_1,"Hello team, I write to report a serious problem with my Smartwatch.",Warranty Claims,Smartwatch,2025-05-13 00:03:57,0,1,7,0
Q00597,"To whom it may concern,

After the recent update, my Smart TV isn't working as expected. 

Thank you.",Technical Support,Smart TV,2025-05-10 01:59:39,1,5,6,3
Q00597_aug_1,"To whom this may concern, After the recent update, my Smart TV does not work as planned. Thank you.",Technical Support,Smart TV,2025-05-10 01:59:39,1,5,6,3
Q00598,"Hello team,

After the recent update, my Tablet isn't working as expected. Please look into this matter urgently.

Thank you.",Warranty Claims,Tablet,2025-05-19 14:53:35,14,0,7,5
Q00598_aug_1,"Hello team, After the recent update, my tablet does not work as planned. Please consider this issue of urgency. Thank you.",Warranty Claims,Tablet,2025-05-19 14:53:35,14,0,7,5
Q00599,"Good morning,

Could you please assist with an unexpected error I've encountered on my Gaming Console? Please look into this matter urgently.

Thank you.",Returns & Refunds,Gaming Console,2025-04-25 10:38:53,10,4,4,1
Q00599_aug_1,"Hello, could you help us with an unexpected mistake that I encountered on my game console? Please consider this question of urgency. Thank you.",Returns & Refunds,Gaming Console,2025-04-25 10:38:53,10,4,4,1
Q00600,"To whom it may concern,

My recent experience with the Laptop has been quite disappointing due to several bugs. 

Thank you.",Warranty Claims,Laptop,2025-05-13 11:07:52,11,1,7,4
Q00600_aug_1,"To whom this may concern, My recent experience with Laptop has been quite disappointing due to several bugs. Thank you.",Warranty Claims,Laptop,2025-05-13 11:07:52,11,1,7,4
Q00602,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Laptop? 

Thank you.",Returns & Refunds,Laptop,2025-04-26 11:32:34,11,5,4,4
Q00602_aug_1,"I hope this message will find you, could you help with an unexpected mistake that I encountered on my laptop? Thank you.",Returns & Refunds,Laptop,2025-04-26 11:32:34,11,5,4,4
Q00604,"Hi there,

I noticed some irregular behavior with my Router that I believe your team should look into. Looking forward to your swift assistance.

Thank you.",Account Management,Router,2025-05-14 06:46:06,6,2,0,7
Q00604_aug_1,"Hello, I noticed an irregular behavior with my router that I think your team should examine.",Account Management,Router,2025-05-14 06:46:06,6,2,0,7
Q00605,"Dear support,

I'm writing to report a serious issue with my Gaming Console. Please address this issue at your earliest convenience.

Thank you.",Warranty Claims,Gaming Console,2025-04-29 05:35:18,5,1,7,1
Q00605_aug_1,"Dear support, I am writing to report a serious problem with my game console. Please treat this problem as soon as possible. Thank you.",Warranty Claims,Gaming Console,2025-04-29 05:35:18,5,1,7,1
Q00606,"To whom it may concern,

My Smartwatch has stopped functioning properly and I need help resolving the issue. 

Thank you.",Returns & Refunds,Smartwatch,2025-04-30 16:47:59,16,2,4,0
Q00606_aug_1,"To whom this may concern, My Smartwatch has stopped working properly and I need help to solve the problem. Thank you.",Returns & Refunds,Smartwatch,2025-04-30 16:47:59,16,2,4,0
Q00607,"Hello team,

My recent experience with the Tablet has been quite disappointing due to several bugs. Please address this issue at your earliest convenience.

Thank you.",Product Inquiry,Tablet,2025-04-26 07:15:48,7,5,3,5
Q00607_aug_1,"Hello team, My recent experience with the tablet has been quite disappointing due to several bugs. Please address this problem as soon as possible. Thank you.",Product Inquiry,Tablet,2025-04-26 07:15:48,7,5,3,5
Q00608,"Hello,

I need assistance with my Smartphone regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Smartphone,2025-05-21 19:10:20,19,2,7,6
Q00608_aug_1,"Hello, I need help with my Smartphone about a problem that just started this morning. Thank you.",Warranty Claims,Smartphone,2025-05-21 19:10:20,19,2,7,6
Q00609,"To whom it may concern,

I need assistance with my Smartwatch regarding a problem that just started this morning. Kindly resolve this issue as soon as possible.

Thank you.",Shipping,Smartwatch,2025-04-30 14:11:12,14,2,5,0
Q00609_aug_1,"To whom it may concern, I need help with my Smartwatch regarding a problem that just started this morning. Please solve this problem as soon as possible. Thank you.",Shipping,Smartwatch,2025-04-30 14:11:12,14,2,5,0
Q00610,"Hello team,

After the recent update, my Router isn't working as expected. 

Thank you.",Returns & Refunds,Router,2025-05-09 23:22:04,23,4,4,7
Q00610_aug_1,"Hello team, After the recent update, my Router does not work as planned. Thank you.",Returns & Refunds,Router,2025-05-09 23:22:04,23,4,4,7
Q00613,"I hope this message finds you well,

I need assistance with my Smartphone regarding a problem that just started this morning. 

Thank you.",Product Inquiry,Smartphone,2025-05-06 16:29:52,16,1,3,6
Q00613_aug_1,"I hope this message will find you, I need help with my Smartphone on a problem that just started this morning. Thank you.",Product Inquiry,Smartphone,2025-05-06 16:29:52,16,1,3,6
Q00615,"Dear support,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. 

Thank you.",Technical Support,Smartwatch,2025-05-07 17:32:41,17,2,6,0
Q00615_aug_1,"Dear support, This is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. Thank you.",Technical Support,Smartwatch,2025-05-07 17:32:41,17,2,6,0
Q00616,"Hello team,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. Looking forward to your swift assistance.

Thank you.",Warranty Claims,Smartwatch,2025-05-15 22:09:38,22,3,7,0
Q00616_aug_1,"Hello team, My recent experience with the Smartwatch has been quite disappointing due to several bugs.",Warranty Claims,Smartwatch,2025-05-15 22:09:38,22,3,7,0
Q00617,"I hope this message finds you well,

My Router has stopped functioning properly and I need help resolving the issue. Please address this issue at your earliest convenience.

Thank you.",Order Management,Router,2025-04-25 04:39:27,4,4,2,7
Q00617_aug_1,"I hope this message will find you, My Router has stopped working properly and I need help to solve the problem. Please address this problem as soon as possible. Thank you.",Order Management,Router,2025-04-25 04:39:27,4,4,2,7
Q00619,"Good morning,

I've been facing persistent problems with my Gaming Console. 

Thank you.",Shipping,Gaming Console,2025-05-06 17:48:48,17,1,5,1
Q00619_aug_1,"Hello, I've been confronted with persistent problems with my game console.",Shipping,Gaming Console,2025-05-06 17:48:48,17,1,5,1
Q00620,"I hope this message finds you well,

My recent experience with the Laptop has been quite disappointing due to several bugs. I would appreciate a prompt response.

Thank you.",Warranty Claims,Laptop,2025-04-28 04:34:12,4,0,7,4
Q00620_aug_1,"I hope this message finds you well, My recent experience with the Laptop has been quite disappointing due to several bugs. I would appreciate a quick answer. Thank you.",Warranty Claims,Laptop,2025-04-28 04:34:12,4,0,7,4
Q00622,"Dear support,

My recent experience with the Router has been quite disappointing due to several bugs. I would appreciate a prompt response.

Thank you.",Billing,Router,2025-04-29 04:39:20,4,1,1,7
Q00622_aug_1,"Dear support, My recent experience with the Router has been quite disappointing due to several bugs. I would appreciate a quick answer. Thank you.",Billing,Router,2025-04-29 04:39:20,4,1,1,7
Q00623,"Good evening,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Shipping,Smartwatch,2025-04-25 21:52:04,21,4,5,0
Q00623_aug_1,"Good evening, I'm writing to report a serious problem with my Smartwatch.",Shipping,Smartwatch,2025-04-25 21:52:04,21,4,5,0
Q00624,"To whom it may concern,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. I would appreciate a prompt response.

Thank you.",Billing,Smart TV,2025-04-25 07:41:51,7,4,1,3
Q00624_aug_1,"To whom it may concern, I noticed an irregular behavior with my Smart TV that I think your team should examine. I would appreciate a quick answer. Thank you.",Billing,Smart TV,2025-04-25 07:41:51,7,4,1,3
Q00625,"Hello team,

My recent experience with the Laptop has been quite disappointing due to several bugs. 

Thank you.",Shipping,Laptop,2025-04-30 07:09:11,7,2,5,4
Q00625_aug_1,"Hello team, My recent experience with the Laptop has been quite disappointing due to several bugs. Thank you.",Shipping,Laptop,2025-04-30 07:09:11,7,2,5,4
Q00626,"I hope this message finds you well,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. 

Thank you.",Technical Support,Smart TV,2025-05-09 18:55:42,18,4,6,3
Q00626_aug_1,"I hope this message will find you, I noticed an irregular behavior with my Smart TV that I think your team should review. Thank you.",Technical Support,Smart TV,2025-05-09 18:55:42,18,4,6,3
Q00627,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Tablet? 

Thank you.",Technical Support,Tablet,2025-05-21 14:10:53,14,2,6,5
Q00627_aug_1,"For whom can it concern, could you help with an unexpected mistake that I encountered on my tablet? Thank you.",Technical Support,Tablet,2025-05-21 14:10:53,14,2,6,5
Q00628,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Gaming Console? Kindly resolve this issue as soon as possible.

Thank you.",Order Management,Gaming Console,2025-05-18 22:43:27,22,6,2,1
Q00628_aug_1,"I hope this message will find you, could you help with an unexpected mistake that I encountered on my game console? Please solve this problem as soon as possible. Thank you.",Order Management,Gaming Console,2025-05-18 22:43:27,22,6,2,1
Q00630,"I hope this message finds you well,

My recent experience with the Router has been quite disappointing due to several bugs. I would appreciate a prompt response.

Thank you.",Account Management,Router,2025-05-05 23:28:10,23,0,0,7
Q00630_aug_1,"I hope this message finds you well, My recent experience with the Router has been quite disappointing due to several bugs. I would appreciate a quick answer. Thank you.",Account Management,Router,2025-05-05 23:28:10,23,0,0,7
Q00631,"I hope this message finds you well,

After the recent update, my Printer isn't working as expected. 

Thank you.",Order Management,Printer,2025-05-19 08:29:20,8,0,2,2
Q00631_aug_1,"I hope that this message will find you well, After the recent update, my printer does not work as expected. Thank you.",Order Management,Printer,2025-05-19 08:29:20,8,0,2,2
Q00632,"Good evening,

I've been facing persistent problems with my Smartwatch. 

Thank you.",Technical Support,Smartwatch,2025-05-03 20:49:33,20,5,6,0
Q00632_aug_1,"Good evening, I have been confronted with persistent problems with my Smartwatch.",Technical Support,Smartwatch,2025-05-03 20:49:33,20,5,6,0
Q00633,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Smartwatch? 

Thank you.",Order Management,Smartwatch,2025-05-16 13:53:11,13,4,2,0
Q00633_aug_1,"To whom can it concern, could you help with an unexpected mistake that I encountered on my Smartwatch? Thank you.",Order Management,Smartwatch,2025-05-16 13:53:11,13,4,2,0
Q00634,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Smartwatch? 

Thank you.",Warranty Claims,Smartwatch,2025-05-03 16:22:44,16,5,7,0
Q00634_aug_1,"I hope this message will find you, Can you help with an unexpected mistake that I encountered on my Smartwatch? Thank you.",Warranty Claims,Smartwatch,2025-05-03 16:22:44,16,5,7,0
Q00635,"Hello,

I'm writing to report a serious issue with my Laptop. 

Thank you.",Returns & Refunds,Laptop,2025-05-07 02:05:22,2,2,4,4
Q00635_aug_1,"Hello, I'm writing to report a serious problem with my laptop.",Returns & Refunds,Laptop,2025-05-07 02:05:22,2,2,4,4
Q00636,"Dear support,

I've been facing persistent problems with my Laptop. 

Thank you.",Account Management,Laptop,2025-04-24 09:16:11,9,3,0,4
Q00636_aug_1,"Dear support, I have been confronted with persistent problems with my laptop. Thank you.",Account Management,Laptop,2025-04-24 09:16:11,9,3,0,4
Q00637,"Hello team,

I need assistance with my Printer regarding a problem that just started this morning. 

Thank you.",Returns & Refunds,Printer,2025-05-06 02:01:10,2,1,4,2
Q00637_aug_1,"Hello team, I need help with my printer about a problem that just started this morning. Thank you.",Returns & Refunds,Printer,2025-05-06 02:01:10,2,1,4,2
Q00638,"To whom it may concern,

My recent experience with the Tablet has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Warranty Claims,Tablet,2025-05-02 13:00:57,13,4,7,5
Q00638_aug_1,"To whom this may concern, My recent experience with the tablet has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Warranty Claims,Tablet,2025-05-02 13:00:57,13,4,7,5
Q00639,"Hi there,

My Printer has stopped functioning properly and I need help resolving the issue. 

Thank you.",Warranty Claims,Printer,2025-05-06 11:03:37,11,1,7,2
Q00639_aug_1,"Hello, my printer stopped working properly and I need help solving the problem. Thank you.",Warranty Claims,Printer,2025-05-06 11:03:37,11,1,7,2
Q00640,"Hello,

I'm writing to report a serious issue with my Smart TV. 

Thank you.",Order Management,Smart TV,2025-05-20 21:53:01,21,1,2,3
Q00640_aug_1,"Hello, I'm writing to report a serious problem with my Smart TV.",Order Management,Smart TV,2025-05-20 21:53:01,21,1,2,3
Q00641,"Hi there,

I noticed some irregular behavior with my Smartwatch that I believe your team should look into. Looking forward to your swift assistance.

Thank you.",Warranty Claims,Smartwatch,2025-05-03 04:14:39,4,5,7,0
Q00641_aug_1,"Hello, I noticed an irregular behavior with my Smartwatch that I think your team should examine.",Warranty Claims,Smartwatch,2025-05-03 04:14:39,4,5,7,0
Q00642,"Good morning,

I've been facing persistent problems with my Laptop. 

Thank you.",Warranty Claims,Laptop,2025-05-05 20:36:16,20,0,7,4
Q00642_aug_1,"Hello, I've been confronted with persistent problems with my laptop.",Warranty Claims,Laptop,2025-05-05 20:36:16,20,0,7,4
Q00643,"Hello team,

I've been facing persistent problems with my Printer. 

Thank you.",Order Management,Printer,2025-04-26 10:44:20,10,5,2,2
Q00643_aug_1,"Hello team, I've been confronted with persistent problems with my printer. Thank you.",Order Management,Printer,2025-04-26 10:44:20,10,5,2,2
Q00645,"I hope this message finds you well,

I noticed some irregular behavior with my Smart TV that I believe your team should look into. 

Thank you.",Returns & Refunds,Smart TV,2025-04-25 07:22:54,7,4,4,3
Q00645_aug_1,"I hope this message will find you, I noticed an irregular behavior with my Smart TV that I think your team should review. Thank you.",Returns & Refunds,Smart TV,2025-04-25 07:22:54,7,4,4,3
Q00646,"Hi there,

After the recent update, my Tablet isn't working as expected. I would appreciate a prompt response.

Thank you.",Returns & Refunds,Tablet,2025-05-06 11:41:56,11,1,4,5
Q00646_aug_1,"Hello, After the recent update, my tablet does not work as expected. I would appreciate a quick answer. Thank you.",Returns & Refunds,Tablet,2025-05-06 11:41:56,11,1,4,5
Q00647,"Good evening,

There seems to be a malfunction with my Smart TV that needs urgent attention. 

Thank you.",Order Management,Smart TV,2025-05-11 10:46:22,10,6,2,3
Q00647_aug_1,"Good evening, there seems to be a malfunction with my Smart TV that needs urgent attention.",Order Management,Smart TV,2025-05-11 10:46:22,10,6,2,3
Q00648,"Good morning,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Technical Support,Smartwatch,2025-05-22 20:10:30,20,3,6,0
Q00648_aug_1,"Hello, I am writing to report a serious problem with my Smartwatch.",Technical Support,Smartwatch,2025-05-22 20:10:30,20,3,6,0
Q00650,"Good evening,

I'm writing to report a serious issue with my Smartwatch. 

Thank you.",Product Inquiry,Smartwatch,2025-05-06 13:46:44,13,1,3,0
Q00650_aug_1,"Good evening, I'm writing to report a serious problem with my Smartwatch.",Product Inquiry,Smartwatch,2025-05-06 13:46:44,13,1,3,0
Q00653,"Hello,

After the recent update, my Router isn't working as expected. 

Thank you.",Billing,Router,2025-05-05 19:53:26,19,0,1,7
Q00653_aug_1,"Hello, After the recent update, my Router does not work as planned. Thank you.",Billing,Router,2025-05-05 19:53:26,19,0,1,7
Q00657,"Good evening,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Order Management,Tablet,2025-05-04 10:21:57,10,6,2,5
Q00657_aug_1,"Good evening, this is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Order Management,Tablet,2025-05-04 10:21:57,10,6,2,5
Q00658,"Good morning,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Billing,Smartphone,2025-05-18 02:45:16,2,6,1,6
Q00658_aug_1,"Hello, there seems to be a malfunction with my smartphone that needs urgent attention.",Billing,Smartphone,2025-05-18 02:45:16,2,6,1,6
Q00659,"To whom it may concern,

I've been facing persistent problems with my Router. Please look into this matter urgently.

Thank you.",Returns & Refunds,Router,2025-04-24 13:49:18,13,3,4,7
Q00659_aug_1,"To whom it may concern, I have been confronted with persistent problems with my router. Please consider this issue of urgency. Thank you.",Returns & Refunds,Router,2025-04-24 13:49:18,13,3,4,7
Q00660,"Hello team,

Could you please assist with an unexpected error I've encountered on my Tablet? 

Thank you.",Order Management,Tablet,2025-04-27 02:41:16,2,6,2,5
Q00660_aug_1,"Hello team, could you help us with an unexpected mistake that I met on my tablet? Thank you.",Order Management,Tablet,2025-04-27 02:41:16,2,6,2,5
Q00661,"Hello,

I'm writing to report a serious issue with my Router. 

Thank you.",Billing,Router,2025-05-17 01:41:13,1,5,1,7
Q00661_aug_1,"Hello, I'm writing to report a serious problem with my router.",Billing,Router,2025-05-17 01:41:13,1,5,1,7
Q00662,"Good morning,

I noticed some irregular behavior with my Printer that I believe your team should look into. 

Thank you.",Warranty Claims,Printer,2025-04-25 02:45:30,2,4,7,2
Q00662_aug_1,"Hello, I noticed an irregular behavior with my printer that I think your team should examine.",Warranty Claims,Printer,2025-04-25 02:45:30,2,4,7,2
Q00663,"Dear support,

I need assistance with my Tablet regarding a problem that just started this morning. 

Thank you.",Shipping,Tablet,2025-04-27 21:38:30,21,6,5,5
Q00663_aug_1,"Dear support, I need help with my tablet about a problem that just started this morning. Thank you.",Shipping,Tablet,2025-04-27 21:38:30,21,6,5,5
Q00664,"Hi there,

After the recent update, my Router isn't working as expected. 

Thank you.",Billing,Router,2025-04-30 12:02:26,12,2,1,7
Q00664_aug_1,"Hello, after the recent update, my Router doesn't work as planned. Thank you.",Billing,Router,2025-04-30 12:02:26,12,2,1,7
Q00665,"Good morning,

I noticed some irregular behavior with my Smartphone that I believe your team should look into. 

Thank you.",Billing,Smartphone,2025-04-25 00:51:07,0,4,1,6
Q00665_aug_1,"Hello, I noticed an irregular behavior with my Smartphone that I think your team should examine.",Billing,Smartphone,2025-04-25 00:51:07,0,4,1,6
Q00668,"Good evening,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. I would appreciate a prompt response.

Thank you.",Account Management,Smartwatch,2025-05-10 11:44:11,11,5,0,0
Q00668_aug_1,"Good evening, this is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. I would like a quick answer. Thank you.",Account Management,Smartwatch,2025-05-10 11:44:11,11,5,0,0
Q00669,"Good evening,

There seems to be a malfunction with my Router that needs urgent attention. 

Thank you.",Shipping,Router,2025-05-14 06:47:48,6,2,5,7
Q00669_aug_1,"Good evening, there seems to be a malfunction with my router who needs urgent attention.",Shipping,Router,2025-05-14 06:47:48,6,2,5,7
Q00670,"I hope this message finds you well,

I'm writing to report a serious issue with my Printer. 

Thank you.",Product Inquiry,Printer,2025-05-12 11:42:25,11,0,3,2
Q00670_aug_1,"I hope this message will find you, I am writing to report a serious problem with my printer.",Product Inquiry,Printer,2025-05-12 11:42:25,11,0,3,2
Q00672,"Hello team,

After the recent update, my Laptop isn't working as expected. 

Thank you.",Billing,Laptop,2025-04-25 22:37:11,22,4,1,4
Q00672_aug_1,"Hello team, After the recent update, my laptop does not work as planned. Thank you.",Billing,Laptop,2025-04-25 22:37:11,22,4,1,4
Q00674,"Hello,

I need assistance with my Smartwatch regarding a problem that just started this morning. 

Thank you.",Order Management,Smartwatch,2025-04-25 01:51:20,1,4,2,0
